scholar_id,name,gender,affiliation,url_picture,i10index,i10index5y,hindex,hindex5y,citedby,citedby5y,num_publications
dJQf4SYAAAAJ,Martin Monperrus,M,KTH Royal Institute of Technology,,86,76,36,34,5624,4493,256
DmDWmy4AAAAJ,Patrizio Pelliccione,M,Full Professor in Computer Science and Software Engineering at Gran Sasso Science Institute (GSSI),https://scholar.googleusercontent.com/citations?view_op=view_photo&user=DmDWmy4AAAAJ&citpid=6,88,55,31,21,3471,1881,268
WW1HaMQAAAAJ,Gabriele Puppis,M,"Dept. of Mathematics, Computer Science, and Physics",,29,13,14,11,671,302,61
5mpbjY4AAAAJ,Jakub Czajkowski,M,Microsoft/HoloLens,,6,6,7,6,171,100,33
RW7QevYAAAAJ,Ana Viana,F,INESC TEC/ISEP,,22,18,17,14,1396,844,73
VfdLjCcAAAAJ,Shengdong Zhao,M,"Associate Professor of Computer Science, National University of Singapore",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=VfdLjCcAAAAJ&citpid=2,55,48,30,26,3136,1763,138
iLLaVWEAAAAJ,Jukka 'Jups' Heikkilä,M,"Information Systems Science, University of Turku",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=iLLaVWEAAAAJ&citpid=3,35,17,21,13,1461,746,101
RAwpdgMAAAAJ,Eduardo Silva,M,Professor adjunto ISEP / INESC TEC,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=RAwpdgMAAAAJ&citpid=1,36,21,18,14,1254,724,166
cpT5reUAAAAJ,"Jämsä, Timo",M,University of Oulu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=cpT5reUAAAAJ&citpid=2,110,78,43,30,6792,2794,251
vtk1_34AAAAJ,Ashar Javed,M,"'"">><marquee><img src=x onerror=confirm(1)></marquee>""></plaintext\></|\><plaintext/onmouseover",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=vtk1_34AAAAJ&citpid=2,3,1,4,4,63,51,12
hX_ToHkAAAAJ,Florian Speelman,M,"University of Amsterdam, QuSoft",,9,8,9,9,307,265,17
VtTv_NYAAAAJ,Anthony Busson,M,Laboratoire de l'informatique du Parallélisme.,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=VtTv_NYAAAAJ&citpid=2,31,19,17,12,972,465,128
VnVC60wAAAAJ,Rui A. Costa,M,"PhD candidate in Computer Science, School of Sciences of the University of Porto",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=VnVC60wAAAAJ&citpid=8,12,7,10,7,533,214,25
0WtMZP0AAAAJ,Miika Komu,M,"Aalto University, Department of Computer Science and Engineering, Data Communications Software Group",,22,10,14,10,968,635,88
W4Hn6XsAAAAJ,Roberto Petroccia,M,NATO STO Centre for Maritime Research and Experimentation,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=W4Hn6XsAAAAJ&citpid=2,41,30,21,18,1476,986,82
EsMssA0AAAAJ,Sang-il Oum,M,"CI, Discrete Mathematics Group, Institute for Basic Science and Professor, KAIST",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=EsMssA0AAAAJ&citpid=2,35,28,22,16,2182,1058,82
7LFvB_4AAAAJ,Pedro Infante-Cossio,M,"Professor of Oral and Maxillofacial Surgery, Departamento de Cirugía, Universidad de Sevilla, España",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=7LFvB_4AAAAJ&citpid=2,77,51,32,19,2913,1331,277
tIpGn24AAAAJ,Luis Roque,M,"Professor de Matemática, Instituto Superior de Engenharia do Porto",,5,3,7,6,179,115,31
0SQP4bwAAAAJ,Geoffrey Hollinger,M,"Associate Professor, Oregon State University",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=0SQP4bwAAAAJ&citpid=3,52,41,29,23,3427,2218,143
sPFICJgAAAAJ,Timothy Schulz,M,Michigan Tech,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=sPFICJgAAAAJ&citpid=1,38,19,22,13,3483,979,127
QP-O59MAAAAJ,Abayomi Otebolaku,M,Sheffield Hallam University,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=QP-O59MAAAAJ&citpid=100,9,6,9,8,233,190,36
e0neRC8AAAAJ,Tiago T. V. Vinhoza,M,Data Scientist,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=e0neRC8AAAAJ&citpid=2,12,8,10,8,808,407,38
hx5zkGMAAAAJ,José Soeiro Ferreira,M,"Universidade do Porto, Faculdade de Engenharia, INESC TEC",,22,12,15,11,1000,301,82
ScJoVIIAAAAJ,Peter Habermehl,M,"Assistant Professor of Computer Science, IRIF, University of Paris",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ScJoVIIAAAAJ&citpid=2,35,23,27,16,2201,564,49
jtzXCq4AAAAJ,Bertrand Laratte,M,Arts et Métiers ParisTech / APESA,,17,16,13,13,494,470,93
FHOqEbAAAAAJ,Luis Madureira,M,"Manager, OceanScan - Marine Systems & Technology, Lda.",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=FHOqEbAAAAAJ&citpid=1,8,4,8,5,230,96,15
5bI2TPEAAAAJ,Arnold Burger,M,"Professor of Physics at Fisk University, Adj. Prof. Physics  & EE- Vanderbilt, & Joint Faculty-ORNL",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=5bI2TPEAAAAJ&citpid=3,231,94,48,26,10289,3779,681
LiE3S9cAAAAJ,Rodrigo Alvite Romano,M,Instituto Mauá de Tecnologia,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=LiE3S9cAAAAJ&citpid=2,6,5,8,7,222,132,40
M9kJvKUAAAAJ,Cristina Perfecto,F,"Associate Professor, University of the Basque Country (UPV/EHU)",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=M9kJvKUAAAAJ&citpid=1,12,11,10,10,683,666,40
4GCY1DgAAAAJ,Konstantinos Kyritsis,M,"PhD student, Aristotle University of Thessaloniki",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=4GCY1DgAAAAJ&citpid=8,7,6,7,7,159,157,18
qFef2qAAAAAJ,Giorgos Papadimitropoulos,M,Research Fellow at NCSR Demokritos,,23,16,16,13,1221,686,58
5JlEyTAAAAAJ,Leonidas Guibas,M,"Professor of Computer Science, Stanford University",,457,301,130,77,78956,35766,792
ENB1twwAAAAJ,Cezary Zielinski,M,Warsaw University of Technology,,60,21,22,13,1730,578,242
pe9fDHsAAAAJ,Sergey Piletsky,M,University of Leicester,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=pe9fDHsAAAAJ&citpid=1,238,177,77,42,20684,8186,433
VLbZgXEAAAAJ,Atmatzidou K. Soumela,F,"PhD, MSc Information and Communication Technology in Education, AUTh",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=VLbZgXEAAAAJ&citpid=1,6,6,6,6,541,501,10
e-A1UDbeSA4C,Mohamed A. Oumaziz,M,University of Bordeaux,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=e-A1UDbeSA4C&citpid=10,1,1,3,3,29,29,4
Agh-Q0IAAAAJ,Stephen Alstrup,M,"University of Copenhagen (back after 10 years in ""startup"")",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Agh-Q0IAAAAJ&citpid=4,43,29,27,17,2465,815,79
1iDL9XkAAAAJ,Demos C. ANGELIDES,M,"Professor Emeritus of Marine Structures, Aristotle University of Thessaloniki",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=1iDL9XkAAAAJ&citpid=4,36,17,22,13,1431,562,112
c9WF98IAAAAJ,Outi Savolainen,F,"Professor of Genetics, University of Oulu",,140,74,59,28,11809,3983,204
6NKsFH8AAAAJ,Emmanouil S. Rigas,M,"PostDoc Researcher, Dept. of Informatics, Aristotle University of Thessaloniki, Greece",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=6NKsFH8AAAAJ&citpid=3,9,9,9,9,345,330,20
I2fo3tAAAAAJ,Mohammed Shihab,M,"Theoretical physics, Tanta University",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=I2fo3tAAAAAJ&citpid=2,6,3,7,6,154,121,31
O0Gmsl4AAAAJ,An Braeken,F,Vrije Universiteit Brussel,,61,44,26,21,2574,1664,204
e-QMvfsAAAAJ,Chu Min Li,M,"MIS, Université de Picardie Jules Verne",,66,42,30,19,4062,1363,157
oJ_5WgMAAAAJ,Dimitra Christidou,F,"Senior Researcher, NTNU",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=oJ_5WgMAAAAJ&citpid=3,4,4,8,7,119,112,26
tgyKAUsAAAAJ,"Evgeny Zherebtsov, PhD",M,"University of Oulu, Finland",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=tgyKAUsAAAAJ&citpid=4,23,23,15,15,712,687,126
7n2arlgAAAAJ,Eirini Papagiannopoulou,F,Aristotle University of Thessaloniki,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=7n2arlgAAAAJ&citpid=1,3,3,3,3,76,75,10
C-cln60AAAAJ,Reinhold Haeb-Umbach,M,"Professor of Communications Engineering, University of Paderborn",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=C-cln60AAAAJ&citpid=2,128,65,38,27,7084,3663,306
2aXlMOAAAAAJ,Yannis Manolopoulos,M,"Professor, Vice-rector, Open University of Cyprus",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=2aXlMOAAAAAJ&citpid=2,211,102,56,32,15695,5131,468
PtIlCGYAAAAJ,Mohammad Shehab,M,University of Oulu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=PtIlCGYAAAAJ&citpid=4,6,6,7,7,149,148,17
FwuKA4UAAAAJ,Nikolaos Avouris,M,"Professor, University of Patras",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=FwuKA4UAAAAJ&citpid=4,130,54,39,21,5668,1807,316
dIMizTgAAAAJ,Fotis Kalaganis,M,Aristotle University of Thessaloniki,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=dIMizTgAAAAJ&citpid=4,0,0,5,5,42,42,13
4pN6KrgAAAAJ,Jörn Kohlhammer,M,"Head of Department, Fraunhofer IGD",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=4pN6KrgAAAAJ&citpid=3,64,44,27,19,5132,2948,189
HIbX7PkAAAAJ,Sari Laari-Salmela,F,University of Oulu Business School,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=HIbX7PkAAAAJ&citpid=2,4,4,6,6,129,123,28
vZxMCOEAAAAJ,Olga Tsave,F,"Department of Chemical Engineering, AUTH",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=vZxMCOEAAAAJ&citpid=2,8,8,8,8,833,821,39
e4lMeQgAAAAJ,Saulo Queiroz,M,Universidade Tecnológica Federal Do Paraná,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=e4lMeQgAAAAJ&citpid=1,1,1,6,4,117,68,31
3bcvkQcAAAAJ,Antoine Hinge,M,PhD Student,,1,1,2,2,27,27,4
irW61n0AAAAJ,D. Bikiaris,M,"Professor, Aristotle University of Thessaloniki",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=irW61n0AAAAJ&citpid=4,334,291,80,57,22000,12309,511
nojVrZgAAAAJ,Riccardo Leonardi,M,University of Brescia / Dept. of Information Engineering,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=nojVrZgAAAAJ&citpid=2,98,33,29,17,4246,994,348
m5Ku--AAAAAJ,Julian Proenza,M,"Associate Professor, University of the Balearic Islands",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=m5Ku--AAAAAJ&citpid=5,35,13,16,11,1038,389,124
rxDkqzgAAAAJ,Costas G. Baslis,M,"Energy Management Director, Heron Group of Companies | Chairman of the BoD, Optimus Energy S.A.",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=rxDkqzgAAAAJ&citpid=4,3,2,5,4,186,86,10
aBnfnloAAAAJ,Gustavo Fraidenraich,M,"Professor of Electrical Engineering, Unicamp",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=aBnfnloAAAAJ&citpid=2,37,20,19,12,1191,550,133
9gyQYvkAAAAJ,Carl Erik Moe,M,Dosent / Professor,,17,12,14,12,565,366,75
uLSUpPwAAAAJ,George Koutitas,M,Texas State University,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=uLSUpPwAAAAJ&citpid=7,29,24,20,16,1340,787,74
u09r-aUAAAAJ,Adriana Hava,F,PhD,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=u09r-aUAAAAJ&citpid=2,6,5,7,6,123,99,18
c9qgPSYAAAAJ,Javier Esparza,M,"Professor of Computer Science, Technical University of Munich",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=c9qgPSYAAAAJ&citpid=2,122,59,53,26,11327,2544,306
BW-_LKsAAAAJ,"Su-Jing Wang, 王甦菁",M,"Ph.D.  Institute of Psychology, Chinese Academy",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=BW-_LKsAAAAJ&citpid=2,37,34,27,26,3465,2850,68
5nL_z0oAAAAJ,Guenther Ruhe,M,"Professor of Computer Science, University of Calgary",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=5nL_z0oAAAAJ&citpid=3,141,82,43,27,7409,3044,348
VKx-rswAAAAJ,Adrian Galdran,M,"Senior Lecturer on Data Science for Medical Imaging, University of Bournemouth",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=VKx-rswAAAAJ&citpid=3,28,28,17,17,1517,1497,59
PHJokEQAAAAJ,Dimitrios Gunopulos,M,National and Kapodistrian University of Athens,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=PHJokEQAAAAJ&citpid=2,190,124,74,41,27620,8840,382
0d5lliEAAAAJ,Yiannis Mourtos,M,Athens University of Economics and Business,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=0d5lliEAAAAJ&citpid=15,21,8,14,9,571,299,60
wN_lU9IAAAAJ,Kosmas Deligkaris,M,"Biodiversity and Biocomplexity Unit, Okinawa Institute of Science and Technology",,3,3,5,5,991,755,21
iASQcSYAAAAJ,Bernardete Ribeiro,F,"Professor at Dep of Informatics Engineering, CISUC /University of Coimbra",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=iASQcSYAAAAJ&citpid=6,104,62,34,27,4503,2557,471
vLYIwqUAAAAJ,Constantino Álvarez Casado,M,University of Oulu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=vLYIwqUAAAAJ&citpid=7,0,0,2,2,5,5,3
c8qGieQAAAAJ,"Sedef Akinli Kocak, PhD",F,"Vector Institute, Ryerson University",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=c8qGieQAAAAJ&citpid=4,10,9,10,9,359,315,33
gsErSxAAAAAJ,Manos Schinas,M,"Information Technologies Institute, CERTH",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=gsErSxAAAAAJ&citpid=1,8,5,9,8,248,181,22
QSnCvvAAAAAJ,Wojciech Wiza,M,Unknown affiliation,,9,2,9,3,350,84,26
IcTxeuYAAAAJ,Jacek Chmielewski,M,"Associate Professor, Poznan University of Economics",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=IcTxeuYAAAAJ&citpid=2,9,3,9,4,373,120,41
0T1zkM0AAAAJ,Jens Löschmann,M,"wissenschaftlicher Mitarbeiter, Ruhr-Universität Bochum",,2,2,3,3,44,44,13
_fMZBesAAAAJ,Carlo Novara,M,Politecnico di Torino,,49,31,24,16,2116,1153,182
znldS30AAAAJ,Tharaka Samarasinghe,M,University of Moratuwa,,10,5,10,8,244,167,38
xIlVSTEAAAAJ,Peter R Wills,M,"Department of Physics, The University of Auckland",,69,23,29,14,3629,912,146
cGgvIqUAAAAJ,Lars Thiele,M,Fraunhofer Heinrich Hertz Institute,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=cGgvIqUAAAAJ&citpid=2,67,38,30,19,4852,2689,187
tcGnwXIAAAAJ,Ignatios Deligiannis,M,"Professor, International Hellenic University",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=tcGnwXIAAAAJ&citpid=1,13,9,12,9,713,244,39
Ozu7boMAAAAJ,Maria-Carolina Monard,F,Universidade de São Paulo - ICMC,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Ozu7boMAAAAJ&citpid=2,79,43,29,22,7572,3968,276
0D8vpBwAAAAJ,Erik Hagersten,M,Uppsala University,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=0D8vpBwAAAAJ&citpid=1,137,53,45,20,6481,1677,263
eE_M9-sAAAAJ,Carsten Carstensen,M,Humboldt-Universität zu Berlin,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=eE_M9-sAAAAJ&citpid=2,197,102,55,27,10545,3409,411
rTEfw38AAAAJ,Luis Moreira-Matias,M,"Head of Data Science, Finiata",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=rTEfw38AAAAJ&citpid=4,28,21,16,16,1472,1249,74
9dNMQLwAAAAJ,Sangam Chatterjee,M,"Institute for Experimentalphysik Physics I, Justus-Liebig-University Giessen",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=9dNMQLwAAAAJ&citpid=5,67,44,31,20,3135,1577,244
hqkdxScAAAAJ,Ian Brown,M,Research ICT Africa,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=hqkdxScAAAAJ&citpid=9,59,34,28,19,2683,1181,135
4SAXxfYAAAAJ,Jose Almeida,M,"Professor Electrical Engineering, ISEP",,35,26,18,16,1365,822,194
GpwIX-QAAAAJ,Yiannis Papadopoulos,M,"Professor of Computer Science, University of Hull",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=GpwIX-QAAAAJ&citpid=4,68,49,32,24,3431,1693,168
4U8ydfgAAAAJ,Vagan Terziyan,M,"Professor, University of Jyvaskyla & Visiting Prof., Kharkiv National University of Radioelectronics",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=4U8ydfgAAAAJ&citpid=2,52,8,23,8,2528,583,203
9rmDo3YAAAAJ,Ioannis Psaroudakis,M,"PhD, Democritus University of Thrace",,1,1,2,2,247,231,4
GGzkCHsAAAAJ,Sven Thomas,M,Fraunhofer FHR,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=GGzkCHsAAAAJ&citpid=2,6,6,7,7,139,133,14
rwXOaukAAAAJ,Peter D. Karp,M,"Director of the Bioinformatics Research Group, SRI International",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=rwXOaukAAAAJ&citpid=2,139,89,71,41,29448,8666,290
mO7BAfAAAAAJ,Mario Heiderich,M,"PhD, Ruhr-University Bochum",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=mO7BAfAAAAAJ&citpid=6,15,10,13,10,747,396,28
1pe_6HoAAAAJ,Ingolf Becker,M,"Lecturer, University College London",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=1pe_6HoAAAAJ&citpid=2,6,6,7,7,158,158,25
0Emk-yUAAAAJ,Jean Carlos Cardozo da Silva,M,Federal University of Technology - Paraná,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=0Emk-yUAAAAJ&citpid=1,29,17,18,12,934,500,162
WAVZAfEAAAAJ,Yong liu,M,"Aalto University, School of Business",https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=WAVZAfEAAAAJ&citpid=7,46,40,27,26,4324,3280,87
GFUZLTAAAAAJ,Mikko Rajanen,M,"PhD, University Lecturer, Interact Research Unit, University of Oulu",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=GFUZLTAAAAAJ&citpid=2,19,12,14,10,493,276,48
jUUub08AAAAJ,Miguel Araujo,M,Semasio,,10,8,10,9,344,295,25
Ahn83CYAAAAJ,Dr. Benedikt Welp,M,Bosch Sensortec,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Ahn83CYAAAAJ&citpid=6,1,1,4,4,57,57,15
Wg49oI4AAAAJ,Emmanouil Benetos,M,Queen Mary University of London / The Alan Turing Institute,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Wg49oI4AAAAJ&citpid=1,75,59,31,26,3951,3037,191
eT4UfzoAAAAJ,Rafael Lotufo,M,"Ph.D, University of Waterloo",,9,9,9,9,1348,648,16
WaaoRmMAAAAJ,Sławomir Dutkiewicz,M,Profesor Uniwersytet Jana Kochanowskiego w Kielcach,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=WaaoRmMAAAAJ&citpid=2,12,8,11,9,625,233,189
LJz0vqQaztcC,Georgios Kambourakis,M,"Professor, Dept. of Information and Communication Systems Eng., University of the Aegean",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=LJz0vqQaztcC&citpid=8,83,57,38,26,5116,3510,162
-lKA19EAAAAJ,Leonardo Bobadilla,M,"Associate Professor, School of Computing and Information Sciences, Florida International University",,13,12,11,10,406,319,78
9FzRllgAAAAJ,Nikos E Kouvaris,M,Data Scientist at DRIBIA S.L.,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=9FzRllgAAAAJ&citpid=4,12,8,11,9,710,577,29
EoYbukgAAAAJ,Alan Hanjalic,M,"Professor of Computer Science, IEEE Fellow, Delft University of Technology, The Netherlands",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=EoYbukgAAAAJ&citpid=11,136,75,48,35,10763,5173,314
peH-CyUAAAAJ,Xianfu Chen,M,Senior Scientist @ VTT Technical Research Centre of Finland,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=peH-CyUAAAAJ&citpid=5,43,38,27,25,2526,2284,111
TrADzLcAAAAJ,Wen-Jing Yan,M,"College of Teacher Education, Wenzhou University",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=TrADzLcAAAAJ&citpid=8,22,22,19,18,2024,1846,51
IDLvuwgAAAAJ,Stylianos (Stelios) Basagiannis,M,"Group Leader, Raytheon Technologies Research Centre",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=IDLvuwgAAAAJ&citpid=6,23,16,17,12,722,522,65
Ty4m1b4AAAAJ,Hristos T. Anastassiu,M,"Professor, International Hellenic University, Serres, Greece",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Ty4m1b4AAAAJ&citpid=1,34,11,20,10,1369,339,141
xFj1xzMAAAAJ,Marko Jurmu,M,"Senior Scientist, VTT Technology Research Center Finland",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=xFj1xzMAAAAJ&citpid=3,21,11,17,11,1191,443,43
7G-0VNIAAAAJ,Abdelfettah BELGHITH,M,"Computer Science Department, CCIS, King Saud University, KSA",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=7G-0VNIAAAAJ&citpid=4,74,51,25,19,2769,1722,334
EbcJLesAAAAJ,Janne Backman,M,"Professor in Clinical Pharmacology and Individual Medicine, University of Helsinki",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=EbcJLesAAAAJ&citpid=2,163,134,70,36,16220,4774,320
kXIGrYsAAAAJ,Stergios Logothetidis,M,Καθηγητής τμήμα φυσικής αριστοτέλειο πανεπιστήμιο θεσσαλονίκης,,257,121,56,29,13394,4289,517
rpaGL7AAAAAJ,Sara C. Madeira,F,"Associate Professor,LASIGE,Departamento de Informática,Faculdade de Ciências,Universidade de Lisboa",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=rpaGL7AAAAAJ&citpid=15,38,26,21,19,4484,1727,96
01kuev4AAAAJ,Thanasis Hadzilacos,M,Open University of Cyprus,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=01kuev4AAAAJ&citpid=2,28,8,18,9,1247,313,111
WOsN_eIAAAAJ,Hypolito José Kalinowski,M,"Universidade Federal Fluminense, Niterói",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=WOsN_eIAAAAJ&citpid=2,72,26,24,14,2367,894,330
TbaynVoAAAAJ,Janusz Kacprzyk,M,"Professor of Computer Science, Systems Research Institute, Polish Academy of Sciences",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=TbaynVoAAAAJ&citpid=2,361,158,77,47,30702,10351,1122
ucO_QYQAAAAJ,Jonas Oppenlaender,M,"Center for Ubiquitous Computing, University of Oulu",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ucO_QYQAAAAJ&citpid=2,0,0,6,6,76,76,27
KTmPx50AAAAJ,Mauricio G. C. Resende,M,Amazon.com and University of Washington,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=KTmPx50AAAAJ&citpid=2,201,134,81,45,28297,7892,414
QidV_04AAAAJ,Daniel Strüber,M,"Radboud University Nijmegen, Netherlands",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=QidV_04AAAAJ&citpid=9,29,28,18,16,704,669,78
X35rUbAAAAAJ,Martin F. Schiffner,M,Ruhr-Universität Bochum,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=X35rUbAAAAAJ&citpid=2,7,6,8,7,258,169,20
_5FWdnoAAAAJ,Jafar Khalil-Allafi,M,"Professor of Materials Science and Engineering, Sahand Universiy of Technology, Tabriz, Iran",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=_5FWdnoAAAAJ&citpid=3,56,51,26,22,3139,1604,133
fnNfR9wAAAAJ,Hamid Shiri,M,"PhD student,  University of Oulu",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=fnNfR9wAAAAJ&citpid=1,4,4,5,5,131,131,11
Chp9Kk0AAAAJ,Inês C. Moreira,F,"Radiographer, S. João Hospital Center; Assistant Professor, Superior Health School, Porto, Portugal",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Chp9Kk0AAAAJ&citpid=1,6,6,7,7,579,487,14
hTNpBpAAAAAJ,Zbigniew Wisniewski,M,Lodz University of Technology,,4,4,6,5,132,122,58
ajKrwXsAAAAJ,Przemysław Kucharski,M,Lodz University of Technology,,2,2,4,4,78,78,14
bADHTIQAAAAJ,Dr. George Palaigeorgiou,M,Assistant Professor,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=bADHTIQAAAAJ&citpid=3,19,18,14,12,1246,534,64
7ECDUisAAAAJ,Adam Nowak,M,Politechnika Łódzka,,0,0,3,3,17,17,5
VspO6ZUAAAAJ,Alex Telea,M,"Professor of computer science, Utrecht University, the Netherlands",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=VspO6ZUAAAAJ&citpid=3,146,89,48,30,8704,4070,385
FvSlYcYAAAAJ,Zacharias G. Datsios,M,"PhD, Research Associate, High Voltage Laboratory, AUTh, Adjunct Lecturer, UOWM",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=FvSlYcYAAAAJ&citpid=2,11,8,11,8,247,211,30
cujtPSUAAAAJ,Sébastien Roujol,M,"Associate Professor (UK Senior Lecturer), King's College London",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=cujtPSUAAAAJ&citpid=2,43,38,23,20,2052,1437,141
1Z4PmxIAAAAJ,Christoforos Nalmpantis,M,Aristotle University of Thessaloniki,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=1Z4PmxIAAAAJ&citpid=1,2,2,5,5,118,118,11
xV1bNa4AAAAJ,Maria Ines Meyer,F,"PhD researcher, Technical University of Denmark (DTU)",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=xV1bNa4AAAAJ&citpid=3,9,9,9,9,427,425,13
Y8mzeO4AAAAJ,Stasinos Konstantopoulos,M,"NCSR ""Demokritos""",,18,9,12,9,617,334,101
ZMOW1K0AAAAJ,Maria Tzelepi,F,"Postdoctoral Researcher, Department of Informatics, Aristotle University of Thessaloniki",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ZMOW1K0AAAAJ&citpid=6,8,8,8,8,255,255,24
wcuCiDgAAAAJ,Athanasios Dagoumas,M,"Assistant Professor in Energy and Resource Economics, University of Piraeus",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=wcuCiDgAAAAJ&citpid=3,29,25,21,18,2037,1451,95
